user_id,usage_intensity,num_devices,has_camera,num_cameras,video_retention_days,daily_api_calls,iot_msg_per_device_per_day,automation_rules,notifications_enabled,cost_cloudfront,cost_apigw,cost_waf,cost_cognito,cost_iot_core,cost_iot_device_mgmt,cost_kvs_compute,cost_kvs_storage,cost_lambda,cost_step_functions,cost_sns,cost_dynamo_compute,cost_dynamo_storage,cost_timestream_compute,cost_timestream_storage,cost_s3_storage,cost_s3_requests,cost_s3_transfer,cost_cloudwatch,cost_network,cost_storage,cost_compute,cost_total_monthly
750,0.5023,7,True,3,90,133.0,326.3,7,False,0.0723,0.014,0.0124,0.0,0.0812,0.7,14.5667,109.4079,0.0345,0.0525,0.0,0.0165,0.0001,0.0343,0.0002,32.8224,7.3066,12.8435,0.0161,12.9158,142.2306,22.8348,177.9812
751,0.4401,10,False,0,90,118.4,292.1,6,True,0.0644,0.0124,0.0121,0.0,0.1058,1.0,0.0,0.0,0.0409,0.045,0.0022,0.0181,0.0001,0.0438,0.0003,0.0,0.0001,0.0,0.0177,0.0644,0.0004,1.2981,1.3628
752,0.297,2,False,0,7,84.8,213.3,4,False,0.0462,0.0089,0.0115,0.0,0.0164,0.2,0.0,0.0,0.0102,0.03,0.0,0.0067,0.0001,0.0064,0.0,0.0,0.0001,0.0,0.0097,0.0462,0.0002,0.2999,0.3462
753,0.9098,12,True,1,14,228.8,550.4,13,True,0.124,0.024,0.0141,0.0,0.2199,1.2,8.208,9.5697,0.0901,0.0975,0.005,0.0385,0.0001,0.0991,0.0006,2.8709,0.6392,1.1234,0.0306,1.2474,12.4414,10.666,24.3547
754,0.857,8,True,3,30,216.4,521.4,12,True,0.1173,0.0227,0.0139,0.0,0.1396,0.8,23.3227,58.2786,0.0615,0.09,0.0031,0.0286,0.0001,0.0626,0.0004,17.4836,3.8921,6.8414,0.0231,6.9587,75.7627,28.46,111.1813
755,0.7272,11,False,0,7,185.9,450.0,10,True,0.1008,0.0195,0.0133,0.0,0.1684,1.1,0.0,0.0,0.0684,0.075,0.0037,0.0297,0.0001,0.0742,0.0004,0.0,0.0001,0.0,0.0249,0.1008,0.0006,1.5774,1.6788
756,0.3158,5,False,0,14,89.2,223.7,4,True,0.0486,0.0094,0.0116,0.0,0.0426,0.5,0.0,0.0,0.0184,0.03,0.0008,0.0095,0.0001,0.0168,0.0001,0.0,0.0001,0.0,0.0118,0.0486,0.0002,0.651,0.6998
757,0.671,12,False,0,7,172.7,419.1,10,True,0.0937,0.0181,0.0131,0.0,0.1726,1.2,0.0,0.0,0.0685,0.075,0.0038,0.0292,0.0001,0.0754,0.0005,0.0,0.0001,0.0,0.025,0.0937,0.0006,1.6809,1.7752
758,0.6279,8,True,1,7,162.6,395.4,9,False,0.0882,0.0171,0.0129,0.0,0.1094,0.8,5.8892,3.4373,0.0465,0.0675,0.0,0.0216,0.0001,0.0474,0.0003,1.0312,0.2296,0.4035,0.0192,0.4917,4.4688,7.2605,12.2211
759,0.5885,2,True,2,14,153.3,373.7,8,True,0.0832,0.0161,0.0128,0.0,0.026,0.2,11.1299,12.9951,0.0182,0.06,0.0006,0.012,0.0001,0.0112,0.0001,3.8985,0.8679,1.5255,0.0118,1.6087,16.8938,12.3665,30.869
760,0.7499,12,True,2,30,191.2,462.5,11,True,0.1037,0.0201,0.0134,0.0,0.1883,1.2,13.7861,34.4628,0.0757,0.0825,0.0042,0.0323,0.0001,0.0832,0.0005,10.3388,2.3016,4.0456,0.0268,4.1493,44.8022,17.8142,66.7658
761,0.6271,10,False,0,14,162.4,394.9,9,True,0.0881,0.017,0.0129,0.0,0.1366,1.0,0.0,0.0,0.0555,0.0675,0.003,0.0246,0.0001,0.0592,0.0004,0.0,0.0001,0.0,0.0216,0.0881,0.0005,1.398,1.4866
762,0.648,4,True,4,30,167.3,406.4,9,True,0.0908,0.0176,0.013,0.0,0.056,0.4,24.2177,60.5701,0.0292,0.0675,0.0012,0.0161,0.0001,0.0244,0.0001,18.171,4.0451,7.1104,0.0147,7.2012,78.7414,28.9025,114.845
763,0.6274,7,True,1,14,162.4,395.1,9,False,0.0881,0.0171,0.0129,0.0,0.0957,0.7,5.8848,6.8693,0.042,0.0675,0.0,0.0201,0.0001,0.0415,0.0002,2.0608,0.4588,0.8064,0.018,0.8945,8.9305,7.3583,17.1833
764,0.5682,5,False,0,14,148.5,362.5,8,False,0.0806,0.0156,0.0127,0.0,0.0634,0.5,0.0,0.0,0.0301,0.06,0.0,0.0157,0.0001,0.0272,0.0002,0.0,0.0001,0.0,0.0149,0.0806,0.0003,0.7397,0.8207
765,0.1433,7,False,0,7,48.7,128.8,2,True,0.0267,0.0051,0.0109,0.0,0.0397,0.7,0.0,0.0,0.0133,0.015,0.0007,0.0063,0.0001,0.0135,0.0001,0.0,0.0,0.0,0.0105,0.0267,0.0002,0.8151,0.842
766,0.5167,12,False,0,7,136.4,334.2,7,True,0.0741,0.0143,0.0125,0.0,0.1421,1.2,0.0,0.0,0.0545,0.0525,0.003,0.0232,0.0001,0.0602,0.0004,0.0,0.0001,0.0,0.0213,0.0741,0.0005,1.5836,1.6582
767,0.3888,11,False,0,14,106.4,263.8,5,True,0.0579,0.0112,0.0119,0.0,0.107,1.1,0.0,0.0,0.0399,0.0375,0.0022,0.0173,0.0001,0.0435,0.0003,0.0,0.0001,0.0,0.0175,0.0579,0.0004,1.3879,1.4462
768,0.244,3,False,0,7,72.3,184.2,3,True,0.0395,0.0076,0.0113,0.0,0.022,0.3,0.0,0.0,0.0108,0.0225,0.0004,0.0064,0.0001,0.0083,0.0,0.0,0.0,0.0,0.0098,0.0395,0.0002,0.3992,0.4389
769,0.8364,12,True,3,7,211.5,510.0,12,False,0.1147,0.0222,0.0138,0.0,0.2054,1.2,22.8125,13.3018,0.0835,0.09,0.0,0.0356,0.0001,0.0918,0.0006,3.9905,0.8885,1.5615,0.0289,1.6762,17.293,25.4722,44.4414
770,0.8458,6,True,4,7,213.8,515.2,12,False,0.1159,0.0224,0.0138,0.0,0.1036,0.6,30.7272,17.9162,0.049,0.09,0.0,0.0244,0.0001,0.0464,0.0003,5.3749,1.1966,2.1032,0.0198,2.2191,23.2915,32.8933,58.4039
771,0.7718,9,False,0,30,196.4,474.5,11,True,0.1065,0.0206,0.0135,0.0,0.1444,0.9,0.0,0.0,0.0613,0.0825,0.0032,0.0278,0.0001,0.0641,0.0004,0.0,0.0001,0.0,0.0231,0.1065,0.0005,1.3407,1.4477
772,0.551,10,True,3,14,144.5,353.1,8,True,0.0785,0.0152,0.0126,0.0,0.1241,1.0,15.77,18.4177,0.0496,0.06,0.0026,0.0219,0.0001,0.053,0.0003,5.5253,1.2301,2.1621,0.02,2.2405,23.9435,18.359,44.543
773,0.7701,6,False,0,90,196.0,473.6,11,True,0.1063,0.0206,0.0135,0.0,0.0961,0.6,0.0,0.0,0.045,0.0825,0.0021,0.0224,0.0001,0.0426,0.0003,0.0,0.0001,0.0,0.0188,0.1063,0.0004,0.9438,1.0504
774,0.5024,6,False,0,30,133.1,326.3,7,True,0.0723,0.014,0.0124,0.0,0.0696,0.6,0.0,0.0,0.0308,0.0525,0.0015,0.0153,0.0001,0.0294,0.0002,0.0,0.0001,0.0,0.0151,0.0723,0.0003,0.8406,0.9132
775,0.5406,6,False,0,14,142.0,347.3,8,True,0.0771,0.0149,0.0126,0.0,0.0734,0.6,0.0,0.0,0.0329,0.06,0.0016,0.0163,0.0001,0.0313,0.0002,0.0,0.0001,0.0,0.0156,0.0771,0.0003,0.8586,0.9361
776,0.2813,11,True,1,7,81.1,204.7,4,True,0.0442,0.0085,0.0115,0.0,0.0875,1.1,3.0374,1.7798,0.0309,0.03,0.0017,0.0133,0.0001,0.0338,0.0002,0.5339,0.1189,0.2089,0.0151,0.2532,2.3141,4.4885,7.0558
777,0.5794,5,True,3,14,151.2,368.7,8,True,0.0821,0.0159,0.0127,0.0,0.0644,0.5,16.4699,19.2313,0.0306,0.06,0.0014,0.016,0.0001,0.0277,0.0002,5.7694,1.2844,2.2576,0.015,2.3396,25.0009,18.498,45.8385
778,0.5121,4,True,3,7,135.3,331.6,7,False,0.0735,0.0142,0.0124,0.0,0.0471,0.4,14.8082,8.6499,0.0237,0.0525,0.0,0.0131,0.0001,0.0199,0.0001,2.595,0.5777,1.0154,0.0132,1.0889,11.2451,15.9821,28.3162
779,0.2395,5,True,1,14,71.3,181.7,3,True,0.0389,0.0075,0.0113,0.0,0.0363,0.5,2.6932,3.1595,0.0148,0.0225,0.0007,0.0077,0.0001,0.0136,0.0001,0.9479,0.211,0.3709,0.0109,0.4098,4.1076,3.5295,8.0469
780,0.4898,3,True,1,14,130.1,319.4,7,True,0.0707,0.0137,0.0123,0.0,0.0342,0.3,4.7525,5.5532,0.0192,0.0525,0.0007,0.0114,0.0001,0.0144,0.0001,1.666,0.3709,0.6519,0.012,0.7226,7.2193,5.5938,13.5357
781,0.4841,5,True,3,14,128.8,316.2,7,True,0.07,0.0135,0.0123,0.0,0.0565,0.5,14.1165,16.4958,0.0263,0.0525,0.0012,0.0137,0.0001,0.0237,0.0001,4.9487,1.1017,1.9365,0.0139,2.0064,21.4448,15.9318,39.383
782,0.8595,2,False,0,14,217.0,522.7,12,True,0.1176,0.0228,0.0139,0.0,0.035,0.2,0.0,0.0,0.0257,0.09,0.0008,0.0169,0.0001,0.0157,0.0001,0.0,0.0001,0.0,0.0138,0.1176,0.0002,0.4347,0.5525
783,0.6788,2,False,0,30,174.5,423.4,10,True,0.0947,0.0183,0.0131,0.0,0.029,0.2,0.0,0.0,0.0208,0.075,0.0006,0.0136,0.0001,0.0127,0.0001,0.0,0.0001,0.0,0.0125,0.0947,0.0002,0.3959,0.4907
784,0.5023,9,False,0,30,133.0,326.3,7,True,0.0723,0.014,0.0124,0.0,0.1044,0.9,0.0,0.0,0.042,0.0525,0.0022,0.019,0.0001,0.044,0.0003,0.0,0.0001,0.0,0.018,0.0723,0.0004,1.2086,1.2813
785,0.5498,1,True,3,30,144.2,352.4,8,False,0.0783,0.0151,0.0126,0.0,0.0124,0.1,15.7383,39.3875,0.0132,0.06,0.0,0.01,0.0001,0.0053,0.0,11.8163,2.6305,4.6238,0.0105,4.702,51.204,18.6078,74.5138
786,0.5088,7,True,2,14,134.6,329.9,7,True,0.0731,0.0141,0.0124,0.0,0.082,0.7,9.8189,11.4713,0.0349,0.0525,0.0017,0.0167,0.0001,0.0346,0.0002,3.4414,0.7662,1.3466,0.0162,1.4197,14.9131,11.5503,27.8831
787,0.4594,10,True,2,14,123.0,302.7,6,True,0.0668,0.0129,0.0122,0.0,0.1089,1.0,9.0056,10.526,0.0423,0.045,0.0023,0.0187,0.0001,0.0454,0.0003,3.1578,0.703,1.2357,0.0181,1.3025,13.6842,11.0146,26.0012
788,0.2835,9,True,2,7,81.6,205.9,4,False,0.0445,0.0086,0.0115,0.0,0.0719,0.9,6.1111,3.5808,0.0263,0.03,0.0,0.0118,0.0001,0.0278,0.0002,1.0742,0.2392,0.4204,0.0139,0.4649,4.6553,7.4522,12.5723
789,0.4698,6,True,3,30,125.4,308.4,7,True,0.0681,0.0132,0.0123,0.0,0.0664,0.6,13.7645,34.4712,0.0291,0.0525,0.0014,0.0145,0.0001,0.0278,0.0002,10.3414,2.3022,4.0466,0.0146,4.1148,44.8128,16.8983,65.8259
790,0.3508,3,False,0,14,97.4,242.9,5,True,0.053,0.0102,0.0118,0.0,0.0273,0.3,0.0,0.0,0.0145,0.0375,0.0005,0.0086,0.0001,0.0109,0.0001,0.0,0.0001,0.0,0.0108,0.053,0.0002,0.4322,0.4854
791,0.2499,12,True,3,14,73.7,187.5,3,True,0.0402,0.0077,0.0113,0.0,0.0893,1.2,8.3379,9.7789,0.0303,0.0225,0.0017,0.0129,0.0001,0.0337,0.0002,2.9337,0.6531,1.148,0.0149,1.1882,12.713,10.4154,24.3165
792,0.6022,11,True,3,14,156.5,381.2,9,True,0.0849,0.0164,0.0128,0.0,0.1458,1.1,17.0338,19.8867,0.058,0.0675,0.0031,0.0251,0.0001,0.0629,0.0004,5.966,1.3282,2.3345,0.0222,2.4195,25.8532,19.8758,48.1485
793,0.5783,8,False,0,90,150.9,368.0,8,False,0.0819,0.0158,0.0127,0.0,0.1028,0.8,0.0,0.0,0.0432,0.06,0.0,0.0201,0.0001,0.0442,0.0003,0.0,0.0001,0.0,0.0183,0.0819,0.0004,1.1173,1.1996
794,0.1427,2,False,0,14,48.5,128.5,2,False,0.0266,0.0051,0.0109,0.0,0.0113,0.2,0.0,0.0,0.0059,0.015,0.0,0.0039,0.0001,0.0039,0.0,0.0,0.0,0.0,0.0086,0.0266,0.0001,0.2646,0.2913
795,0.4755,1,False,0,14,126.7,311.5,7,True,0.0689,0.0133,0.0123,0.0,0.0112,0.1,0.0,0.0,0.0116,0.0525,0.0002,0.0088,0.0001,0.0047,0.0,0.0,0.0001,0.0,0.01,0.0689,0.0001,0.2247,0.2937
796,0.6991,4,True,3,14,179.3,434.5,10,True,0.0972,0.0188,0.0132,0.0,0.0594,0.4,19.4255,22.6667,0.0313,0.075,0.0013,0.0173,0.0001,0.0261,0.0002,6.8,1.5138,2.6609,0.0152,2.7581,29.467,21.5969,53.822
797,0.7118,2,False,0,14,182.3,441.5,10,True,0.0989,0.0191,0.0133,0.0,0.0301,0.2,0.0,0.0,0.0217,0.075,0.0007,0.0142,0.0001,0.0132,0.0001,0.0,0.0001,0.0,0.0127,0.0989,0.0002,0.4002,0.4992
798,0.7052,11,True,4,14,180.7,437.8,10,False,0.098,0.019,0.0133,0.0,0.1644,1.1,26.099,30.4528,0.0666,0.075,0.0,0.0289,0.0001,0.0722,0.0004,9.1358,2.0338,3.5749,0.0245,3.6729,39.5892,29.6967,72.9588
799,0.5078,3,True,3,14,134.3,329.3,7,True,0.073,0.0141,0.0124,0.0,0.0351,0.3,14.7022,17.1766,0.0198,0.0525,0.0007,0.0118,0.0001,0.0148,0.0001,5.153,1.1472,2.0164,0.0122,2.0893,22.3298,16.3228,40.7419
800,0.331,4,False,0,14,92.8,232.0,4,False,0.0505,0.0097,0.0117,0.0,0.0351,0.4,0.0,0.0,0.0164,0.03,0.0,0.009,0.0001,0.0139,0.0001,0.0,0.0001,0.0,0.0113,0.0505,0.0002,0.5372,0.588
801,0.2833,12,False,0,30,81.6,205.8,4,True,0.0445,0.0086,0.0115,0.0,0.0959,1.2,0.0,0.0,0.0334,0.03,0.0019,0.0142,0.0001,0.037,0.0002,0.0,0.0,0.0,0.0158,0.0445,0.0004,1.4481,1.4929
802,0.5689,10,True,3,7,148.7,362.9,8,True,0.0807,0.0156,0.0127,0.0,0.127,1.0,16.2113,9.4653,0.0509,0.06,0.0027,0.0225,0.0001,0.0544,0.0003,2.8396,0.6322,1.1111,0.0204,1.1919,12.3054,18.2098,31.707
803,0.5759,3,False,0,30,150.3,366.7,8,True,0.0816,0.0158,0.0127,0.0,0.0384,0.3,0.0,0.0,0.0221,0.06,0.0008,0.0131,0.0001,0.0165,0.0001,0.0,0.0001,0.0,0.0128,0.0816,0.0002,0.4924,0.5742
804,0.7575,5,True,3,14,193.0,466.6,11,True,0.1046,0.0203,0.0135,0.0,0.0791,0.5,20.8651,24.3401,0.039,0.0825,0.0017,0.0203,0.0001,0.035,0.0002,7.302,1.6256,2.8573,0.0172,2.962,31.6424,23.2993,57.9037
805,0.72,7,True,1,30,184.2,446.0,10,False,0.0999,0.0193,0.0133,0.0,0.1064,0.7,6.6467,16.6179,0.0474,0.075,0.0,0.0228,0.0001,0.0468,0.0003,4.9854,1.1099,1.9508,0.0194,2.0507,21.6036,8.8071,32.4614
806,0.4736,8,True,4,14,126.3,310.5,7,True,0.0686,0.0133,0.0123,0.0,0.089,0.8,18.4765,21.5928,0.0364,0.0525,0.0019,0.0169,0.0001,0.0373,0.0002,6.4778,1.4421,2.5348,0.0166,2.6034,28.0709,20.9947,51.669
807,0.2512,12,False,0,30,74.0,188.1,3,True,0.0404,0.0078,0.0113,0.0,0.0895,1.2,0.0,0.0,0.0304,0.0225,0.0017,0.0129,0.0001,0.0339,0.0002,0.0,0.0,0.0,0.015,0.0404,0.0003,1.425,1.4657
808,0.4362,11,True,3,14,117.5,289.9,6,True,0.0639,0.0123,0.0121,0.0,0.1156,1.1,12.9349,15.1223,0.0439,0.045,0.0024,0.019,0.0001,0.0478,0.0003,4.5367,1.01,1.7752,0.0185,1.8391,19.6594,15.3615,36.86
809,0.5434,12,False,0,90,142.7,348.9,8,True,0.0775,0.015,0.0126,0.0,0.1474,1.2,0.0,0.0,0.057,0.06,0.0031,0.0243,0.0001,0.0628,0.0004,0.0,0.0001,0.0,0.0219,0.0775,0.0005,1.6041,1.6821
810,0.4596,1,True,1,14,123.0,302.8,6,True,0.0668,0.0129,0.0122,0.0,0.0109,0.1,4.5042,5.2646,0.0112,0.045,0.0002,0.0085,0.0001,0.0045,0.0,1.5794,0.3517,0.618,0.0099,0.6849,6.8441,5.0713,12.6002
811,0.3844,3,False,0,30,105.3,261.4,5,True,0.0573,0.0111,0.0119,0.0,0.029,0.3,0.0,0.0,0.0156,0.0375,0.0006,0.0093,0.0001,0.0118,0.0001,0.0,0.0001,0.0,0.0111,0.0573,0.0002,0.4378,0.4953
812,0.5506,7,False,0,30,144.4,352.8,8,True,0.0784,0.0152,0.0126,0.0,0.0868,0.7,0.0,0.0,0.0374,0.06,0.0019,0.0179,0.0001,0.037,0.0002,0.0,0.0001,0.0,0.0168,0.0784,0.0004,0.9857,1.0644
813,0.3992,1,True,1,7,108.8,269.6,5,True,0.0592,0.0114,0.012,0.0,0.0099,0.1,4.0074,2.3436,0.0099,0.0375,0.0002,0.0075,0.0001,0.004,0.0,0.7031,0.1566,0.2751,0.0096,0.3343,3.0468,4.3661,7.7472
814,0.3744,5,True,1,14,103.0,255.9,5,False,0.056,0.0108,0.0119,0.0,0.0475,0.5,3.8032,4.4498,0.0211,0.0375,0.0,0.011,0.0001,0.0192,0.0001,1.3349,0.2972,0.5224,0.0125,0.5784,5.785,4.7719,11.1353
815,0.5623,2,True,4,14,147.1,359.3,8,True,0.0799,0.0154,0.0126,0.0,0.0252,0.2,21.3969,24.9872,0.0176,0.06,0.0005,0.0115,0.0001,0.0108,0.0001,7.4962,1.6688,2.9333,0.0116,3.0132,32.4836,23.4309,58.9277
816,0.4196,12,False,0,14,113.6,280.8,6,False,0.0618,0.0119,0.012,0.0,0.1229,1.2,0.0,0.0,0.0457,0.045,0.0,0.0195,0.0001,0.0505,0.0003,0.0,0.0001,0.0,0.019,0.0618,0.0004,1.5266,1.5888
817,0.5488,1,True,1,14,144.0,351.9,8,False,0.0782,0.0151,0.0126,0.0,0.0124,0.1,5.2384,6.118,0.0132,0.06,0.0,0.01,0.0001,0.0053,0.0,1.8354,0.4087,0.7182,0.0105,0.7964,7.9535,5.886,14.6359
818,0.5546,2,False,0,14,145.3,355.1,8,True,0.0789,0.0153,0.0126,0.0,0.0249,0.2,0.0,0.0,0.0174,0.06,0.0005,0.0114,0.0001,0.0107,0.0001,0.0,0.0001,0.0,0.0116,0.0789,0.0002,0.3644,0.4435
819,0.2721,3,True,2,14,78.9,199.7,4,True,0.0431,0.0083,0.0114,0.0,0.0234,0.3,5.9235,6.9435,0.0118,0.03,0.0004,0.007,0.0001,0.009,0.0001,2.083,0.4638,0.8151,0.0101,0.8582,9.0267,6.7987,16.6836
820,0.4038,2,False,0,7,109.9,272.1,6,False,0.0598,0.0115,0.012,0.0,0.02,0.2,0.0,0.0,0.0132,0.045,0.0,0.0086,0.0001,0.0082,0.0,0.0,0.0001,0.0,0.0105,0.0598,0.0002,0.329,0.3889
821,0.7876,7,False,0,30,200.1,483.2,11,True,0.1085,0.021,0.0136,0.0,0.1142,0.7,0.0,0.0,0.0514,0.0825,0.0025,0.0247,0.0001,0.0507,0.0003,0.0,0.0001,0.0,0.0205,0.1085,0.0004,1.0812,1.1901
822,0.2676,5,False,0,14,77.9,197.2,4,True,0.0425,0.0082,0.0114,0.0,0.0386,0.5,0.0,0.0,0.0162,0.03,0.0007,0.0084,0.0001,0.0148,0.0001,0.0,0.0,0.0,0.0112,0.0425,0.0002,0.6396,0.6823
823,0.0767,11,False,0,30,33.0,92.2,1,True,0.0183,0.0035,0.0106,0.0,0.0504,1.1,0.0,0.0,0.0136,0.0075,0.0008,0.0058,0.0001,0.0152,0.0001,0.0,0.0,0.0,0.0106,0.0183,0.0002,1.2179,1.2364
824,0.1276,4,True,3,7,45.0,120.2,1,True,0.0247,0.0047,0.0108,0.0,0.0217,0.4,5.3191,3.135,0.0082,0.0075,0.0004,0.0045,0.0001,0.0072,0.0,0.9405,0.2094,0.368,0.0091,0.3927,4.0756,6.0026,10.471
825,0.5058,7,False,0,14,133.9,328.2,7,True,0.0727,0.0141,0.0124,0.0,0.0816,0.7,0.0,0.0,0.0347,0.0525,0.0017,0.0166,0.0001,0.0345,0.0002,0.0,0.0001,0.0,0.0161,0.0727,0.0003,0.9644,1.0374
826,0.5062,8,True,1,7,134.0,328.4,7,False,0.0728,0.0141,0.0124,0.0,0.0933,0.8,4.8876,2.8551,0.0385,0.0525,0.0,0.0179,0.0001,0.0394,0.0002,0.8565,0.1908,0.3352,0.0171,0.4079,3.712,6.1636,10.2835
827,0.4765,8,False,0,30,127.0,312.1,7,True,0.069,0.0133,0.0123,0.0,0.0894,0.8,0.0,0.0,0.0366,0.0525,0.0019,0.017,0.0001,0.0374,0.0002,0.0,0.0001,0.0,0.0166,0.069,0.0004,1.0771,1.1465
828,0.7428,10,False,0,14,189.6,458.6,11,False,0.1028,0.0199,0.0134,0.0,0.1557,1.0,0.0,0.0,0.0646,0.0825,0.0,0.0286,0.0001,0.0688,0.0004,0.0,0.0001,0.0,0.0239,0.1028,0.0005,1.4575,1.5608
829,0.05,3,False,0,90,26.8,77.5,0,True,0.0149,0.0028,0.0105,0.0,0.0124,0.3,0.0,0.0,0.0042,0.0,0.0002,0.0025,0.0001,0.0035,0.0,0.0,0.0,0.0,0.0081,0.0149,0.0001,0.3442,0.3592
830,0.5792,7,False,0,14,151.1,368.6,8,True,0.082,0.0159,0.0127,0.0,0.0901,0.7,0.0,0.0,0.0391,0.06,0.0019,0.0187,0.0001,0.0387,0.0002,0.0,0.0001,0.0,0.0172,0.082,0.0004,0.9945,1.0769
831,0.8123,10,True,1,14,205.9,496.8,12,True,0.1116,0.0216,0.0137,0.0,0.1672,1.0,7.4061,8.6376,0.07,0.09,0.0037,0.031,0.0001,0.0745,0.0004,2.5913,0.577,1.014,0.0254,1.1256,11.2295,9.4801,21.8352
832,0.2744,11,True,1,14,79.5,200.9,4,True,0.0434,0.0083,0.0114,0.0,0.0863,1.1,2.9809,3.494,0.0303,0.03,0.0017,0.0131,0.0001,0.0332,0.0002,1.0482,0.2334,0.4102,0.0149,0.4535,4.5426,4.5435,9.5395
833,0.424,8,True,4,14,114.6,283.2,6,True,0.0623,0.012,0.0121,0.0,0.0825,0.8,16.8469,19.6986,0.0332,0.045,0.0017,0.0154,0.0001,0.034,0.0002,5.9096,1.3156,2.3124,0.0157,2.3748,25.6085,19.214,47.1974
834,0.3494,8,False,0,14,97.1,242.2,5,True,0.0529,0.0102,0.0117,0.0,0.0726,0.8,0.0,0.0,0.0283,0.0375,0.0015,0.0131,0.0001,0.0291,0.0002,0.0,0.0001,0.0,0.0144,0.0529,0.0003,1.0185,1.0716
835,0.3211,11,False,0,14,90.5,226.6,4,True,0.0493,0.0095,0.0116,0.0,0.0947,1.1,0.0,0.0,0.0342,0.03,0.0019,0.0148,0.0001,0.0374,0.0002,0.0,0.0001,0.0,0.016,0.0493,0.0004,1.3501,1.3997
836,0.4347,8,True,2,7,117.2,289.1,6,True,0.0637,0.0123,0.0121,0.0,0.0839,0.8,8.5997,5.0271,0.0338,0.045,0.0017,0.0157,0.0001,0.0347,0.0002,1.5081,0.3358,0.5901,0.0159,0.6538,6.5355,9.9906,17.18
837,0.7855,12,True,4,7,199.6,482.0,11,True,0.1082,0.021,0.0136,0.0,0.1953,1.2,28.7426,16.7628,0.0788,0.0825,0.0043,0.0337,0.0001,0.0868,0.0005,5.0289,1.1196,1.9678,0.0277,2.076,21.7924,31.6059,55.4742
838,0.8675,2,True,4,7,218.9,527.1,13,True,0.1186,0.023,0.0139,0.0,0.0353,0.2,31.4406,18.3309,0.0261,0.0975,0.0008,0.0171,0.0001,0.0158,0.0001,5.4993,1.2243,2.1519,0.0138,2.2705,23.8303,33.1082,59.2091
839,0.4328,5,True,3,90,116.7,288.0,6,True,0.0634,0.0123,0.0121,0.0,0.0523,0.5,12.8518,96.5936,0.0238,0.045,0.0011,0.0124,0.0001,0.0216,0.0001,28.9781,6.4508,11.3392,0.0133,11.4027,125.5719,19.9964,156.971
840,0.881,2,True,1,14,222.0,534.6,13,True,0.1203,0.0233,0.014,0.0,0.0357,0.2,7.9715,9.2949,0.0264,0.0975,0.0008,0.0173,0.0001,0.016,0.0001,2.7885,0.6209,1.0911,0.0139,1.2115,12.0836,9.0374,22.3324
841,0.5071,2,False,0,7,134.2,328.9,7,True,0.0729,0.0141,0.0124,0.0,0.0234,0.2,0.0,0.0,0.016,0.0525,0.0005,0.0105,0.0001,0.0099,0.0001,0.0,0.0001,0.0,0.0112,0.0729,0.0002,0.3505,0.4236
842,0.8507,6,False,0,90,214.9,517.9,12,True,0.1165,0.0226,0.0139,0.0,0.1041,0.6,0.0,0.0,0.0492,0.09,0.0023,0.0245,0.0001,0.0466,0.0003,0.0,0.0001,0.0,0.0199,0.1165,0.0004,0.9733,1.0902
843,0.4813,3,True,1,7,128.1,314.7,7,True,0.0696,0.0135,0.0123,0.0,0.0338,0.3,4.6832,2.7363,0.0189,0.0525,0.0007,0.0112,0.0001,0.0142,0.0001,0.8209,0.1828,0.3212,0.012,0.3908,3.5574,5.335,9.2833
844,0.5262,5,False,0,14,138.7,339.4,7,True,0.0753,0.0146,0.0125,0.0,0.06,0.5,0.0,0.0,0.0281,0.0525,0.0013,0.0147,0.0001,0.0255,0.0002,0.0,0.0001,0.0,0.0144,0.0753,0.0003,0.7236,0.7991
845,0.5731,6,False,0,30,149.7,365.2,8,True,0.0813,0.0157,0.0127,0.0,0.0766,0.6,0.0,0.0,0.0345,0.06,0.0016,0.0172,0.0001,0.0329,0.0002,0.0,0.0001,0.0,0.0161,0.0813,0.0003,0.8674,0.949
846,1.0,8,True,2,90,250.0,600.0,15,True,0.1354,0.0262,0.0145,0.0,0.1585,0.8,17.901,134.136,0.0709,0.1125,0.0036,0.033,0.0001,0.072,0.0004,40.2408,8.9581,15.7464,0.0256,15.8818,174.3774,28.176,218.4352
847,0.6703,12,True,1,30,172.5,418.6,10,True,0.0936,0.0181,0.0131,0.0,0.1725,1.2,6.2375,15.5986,0.0685,0.075,0.0038,0.0292,0.0001,0.0754,0.0005,4.6796,1.0418,1.8311,0.025,1.9247,20.2787,8.9598,31.1632
848,0.3585,11,True,3,14,99.3,247.2,5,True,0.054,0.0104,0.0118,0.0,0.1015,1.1,11.0187,12.895,0.0374,0.0375,0.002,0.0162,0.0001,0.0408,0.0002,3.8685,0.8612,1.5138,0.0168,1.5678,16.7639,13.2543,31.5859
849,0.6938,5,True,4,90,178.0,431.6,10,False,0.0966,0.0187,0.0132,0.0,0.0738,0.5,25.7249,192.9724,0.036,0.075,0.0,0.0188,0.0001,0.0324,0.0002,57.8917,12.8873,22.6533,0.0164,22.7499,250.8645,39.3965,313.0108
850,0.4276,4,False,0,7,115.5,285.2,6,False,0.0628,0.0121,0.0121,0.0,0.0415,0.4,0.0,0.0,0.0203,0.045,0.0,0.0112,0.0001,0.0171,0.0001,0.0,0.0001,0.0,0.0123,0.0628,0.0002,0.5718,0.6348
